Date,Samsung,Hyundai,SKHynix,KaKao,Naver
2021-04-26,0.00841857,0.002259888,-0.007575794,0.004246291,-0.001323627
2021-04-27,-0.00721157,-0.006795043,0.026267927,0.029229638,0.006600684
2021-04-28,-0.009697046,0.006795043,-0.037740328,-0.016597891,-0.017253248
2021-04-29,-0.004884015,-0.018223739,0,-0.021142437,-0.018919483
2021-04-30,-0.002450982,-0.025612576,-0.015504187,-0.030371098,-0.019284344
2021-05-03,0.002450982,0.027908788,0.026976588,0.008771986,0.009688657
2021-05-04,0.010955679,0.024916351,0.003795071,0.008695707,0.004123717
2021-05-06,-0.003638573,0,-0.022989518,-0.004338402,-0.00826451
2021-05-07,-0.004872117,0.002234638,0.003868477,-0.004357305,-0.001384083
2021-05-10,0.015748357,0.024256978,0.003853569,0.013015368,0.002766253
2021-05-11,-0.024332101,-0.013158085,-0.055350095,-0.013015368,-0.03657229
2021-05-12,-0.014888612,0.004405293,-0.028867984,-0.013187004,-0.017341475
2021-05-13,-0.01892801,0.008752791,-0.016878038,-0.031463269,-0.016164937
2021-05-14,0.020177229,-0.002181026,0.008474627,-0.004576667,0.014706147
2021-05-17,-0.006261761,-0.008771986,-0.008474627,0.013667639,0.00437
2021-05-18,0,0.017467693,0.029352212,0.022372298,0.015861904
2021-05-20,-0.001257071,-0.028542003,0.012320484,0.004415018,0.004282662
2021-05-21,0.007518832,0.013274531,0,0.030371098,0.025317808
2021-05-24,-0.005006268,0.002195391,-0.024794659,-0.004282662,-0.012578782
2021-05-25,0.002506267,-0.002195391,0.028867984,0.012793351,0.007007737
2021-05-26,-0.001252348,-0.017738824,0,0.012631747,0.013869848
2021-05-27,-0.002509412,-0.013513719,0.020121403,0.044997366,-0.013869848
2021-05-28,0.006261761,0.050839677,-0.003992021,-0.024292693,0
2021-05-31,0.00498133,0.012848142,0.015873349,0.008163311,0.012491488
2021-06-01,0.001241465,0.008474627,0.011741818,0.032002731,0.012337374
2021-06-02,0.002478316,0.004210533,-0.019646997,0,-0.010959014
2021-06-03,0.024451096,0.002098637,0.023530497,-0.003944778,-0.002758622
2021-06-04,-0.007272759,0.012500163,-0.0038835,-0.019960743,-0.01390843
2021-06-07,-0.003656311,0,0,0.016000341,0.015288693
2021-06-08,0,0.008247469,-0.00781254,0.019646997,0
2021-06-09,-0.00981603,-0.016563526,-0.040005335,0.0038835,-0.011095814
2021-06-10,-0.001233806,-0.014721612,0.004073325,0.034289073,0.040989345
2021-06-11,0,0.010537505,0.039845909,0.014870162,-0.002680967
